frame,si,ti
1,32.18498611450195,0.0
2,32.18088912963867,2.3341963291168213
3,32.173709869384766,2.4145560264587402
4,32.12946701049805,2.4252567291259766
5,32.3176383972168,2.3736069202423096
6,32.22779846191406,2.4558603763580322
7,32.270450592041016,2.495046615600586
8,32.33552551269531,2.5399727821350098
9,32.53953170776367,2.496788263320923
10,32.241416931152344,2.535828113555908
11,32.054588317871094,2.5191454887390137
12,32.21236801147461,2.5491390228271484
13,32.03420639038086,2.6199848651885986
14,31.940065383911133,2.5684549808502197
15,32.136741638183594,2.6005377769470215
16,32.41537857055664,2.5443286895751953
17,32.26926040649414,2.6298108100891113
18,32.33403778076172,2.5710694789886475
19,32.06370544433594,2.527751922607422
20,32.23110580444336,2.5621159076690674
21,32.097652435302734,2.5560355186462402
22,32.11497116088867,2.6038076877593994
23,32.176170349121094,2.638089895248413
24,32.41579818725586,2.5823094844818115
25,32.060218811035156,2.513915538787842
26,32.12776565551758,2.593353748321533
27,32.199989318847656,2.6313488483428955
28,32.00286865234375,2.647428274154663
29,32.06013107299805,2.751096248626709
30,32.282142639160156,2.7060647010803223
31,32.12513732910156,2.7718114852905273
32,32.295989990234375,2.8395161628723145
33,32.41227340698242,2.712775945663452
34,32.33327865600586,2.8211827278137207
35,32.34566116333008,2.8756954669952393
36,32.453887939453125,2.857283592224121
37,32.537025451660156,2.9931602478027344
38,32.48246765136719,3.0686545372009277
39,32.55138397216797,3.1271166801452637
40,32.79301452636719,3.0662553310394287
41,32.44402313232422,3.0952870845794678
42,32.36855697631836,3.1586720943450928
43,32.6392822265625,3.1518008708953857
44,32.40736770629883,3.1913700103759766
45,32.44075012207031,3.161468982696533
46,32.62321472167969,3.135845422744751
47,32.473968505859375,3.126147508621216
48,32.50625228881836,3.15549635887146
49,32.72602462768555,3.062525749206543
50,32.424766540527344,3.093576192855835
51,32.196311950683594,3.168579339981079
52,32.5411376953125,3.121795654296875
53,32.188045501708984,3.221883535385132
54,32.24341583251953,3.242170810699463
55,32.34883499145508,3.2199888229370117
56,32.097957611083984,3.2249252796173096
57,32.05215072631836,3.2878336906433105
58,32.249168395996094,3.214128017425537
59,32.16936111450195,3.258366823196411
60,32.150421142578125,3.2620065212249756
61,32.56369400024414,3.263033151626587
62,32.22187423706055,3.322838068008423
63,32.18791580200195,3.383389711380005
64,32.532936096191406,3.4563941955566406
65,32.1827278137207,3.3868958950042725
66,32.334171295166016,3.3412132263183594
67,32.5676383972168,3.4409825801849365
68,32.3771858215332,3.5366921424865723
69,32.3057975769043,3.674114942550659
70,32.14085006713867,3.3538403511047363
71,32.190765380859375,3.44466495513916
72,32.146339416503906,3.4541826248168945
73,32.248741149902344,3.508800745010376
74,32.098384857177734,3.449414014816284
75,32.22895050048828,3.402373790740967
76,32.30632781982422,3.4674386978149414
77,32.388118743896484,3.4617815017700195
78,32.62744140625,3.4495887756347656
79,32.4253044128418,3.5305869579315186
80,32.37556838989258,3.556119918823242
81,32.476322174072266,3.5768849849700928
82,32.441036224365234,3.5356152057647705
83,32.27112579345703,3.4738564491271973
84,32.20663833618164,3.447726011276245
85,32.10492706298828,3.5153961181640625
86,32.3603515625,3.5953245162963867
87,32.21199035644531,3.542679786682129
88,32.177467346191406,3.4554736614227295
89,32.195777893066406,3.40889310836792
90,32.38386917114258,3.3467535972595215
91,32.3903694152832,3.415708303451538
92,32.42715835571289,3.42594838142395
93,32.58906555175781,3.3243374824523926
94,32.49336624145508,3.1938579082489014
95,32.55556106567383,3.121419668197632
96,32.74018478393555,2.9758846759796143
97,32.36485290527344,2.93894624710083
