frame,si,ti
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.010707193985581398,0.002884601941332221
12,0.010707193985581398,0.0
13,0.17143204808235168,0.1428360491991043
14,0.3136459290981293,0.2637254297733307
15,0.43361783027648926,0.2890682816505432
16,0.5978207588195801,0.33988937735557556
17,0.6646764278411865,0.24364453554153442
18,0.8606663346290588,0.35741421580314636
19,1.0684469938278198,0.32864910364151
20,1.3890788555145264,0.3444347083568573
21,1.7594609260559082,0.375046044588089
22,2.0167365074157715,0.4360935091972351
23,2.2464754581451416,0.36419275403022766
24,2.520956039428711,0.46070560812950134
25,2.683403968811035,0.3399747312068939
26,2.710655450820923,0.4103713035583496
27,2.866642951965332,0.3788500428199768
28,3.152301788330078,0.459709495306015
29,3.497999906539917,0.38290008902549744
30,3.812371015548706,0.5569667220115662
31,4.122810363769531,0.4771130383014679
32,4.552714824676514,0.6094341278076172
33,4.730134963989258,0.46293962001800537
34,5.0158772468566895,0.6192100048065186
35,5.394980430603027,0.5655451416969299
36,5.603611946105957,0.6335312128067017
37,5.827711582183838,0.5473278164863586
38,5.791851043701172,0.6179507970809937
39,5.968718528747559,0.5661953091621399
40,6.1569013595581055,0.6207025647163391
41,6.544796466827393,0.5928599834442139
42,6.858050346374512,0.7520325183868408
43,7.261124610900879,0.6997451782226562
44,7.624669551849365,0.7831200361251831
45,7.904623508453369,0.6878334283828735
46,8.126832962036133,0.826840877532959
47,8.475889205932617,0.7826046943664551
48,8.811675071716309,0.8390106558799744
49,9.046353340148926,0.7793003916740417
50,9.055630683898926,0.8584636449813843
51,9.236711502075195,0.7960436940193176
52,9.419238090515137,0.8530215620994568
53,9.875956535339355,0.8423705697059631
54,10.09768295288086,1.0008699893951416
55,10.42273235321045,0.9149184226989746
56,10.811055183410645,0.9796488881111145
57,11.254768371582031,0.9589570164680481
58,11.379019737243652,1.0675876140594482
59,11.746407508850098,1.0233622789382935
60,12.033475875854492,1.0713080167770386
